Possession Status,Price,Covered Area,Carpet Area,City,Type of Property,bedroom,Bathroom,Parking,Location,Society,Ownership Type,isPrimeLocationProperty,Maintenance Charges
Under Construction,30800000.0,1175.0,992.0,Mumbai,Apartment,3,3.0,,"Santacruz East, Mumbai",Y,Freehold,Y,12000.0
Under Construction,25305000.0,,723.0,Mumbai,Apartment,2,2.0,1 Covered,"Santacruz East, Mumbai",N,,Y,
Under Construction,24200000.0,1251.0,782.0,Mumbai,Apartment,2,2.0,1 Covered,"Santacruz East, Mumbai",Y,Freehold,Y,3000.0
Ready to Move,33000000.0,1875.0,1250.0,Mumbai,Apartment,3,3.0,,"Kalina, Mumbai",Y,Co-operative Society,Y,0.0
Ready to Move,14500000.0,610.0,496.0,Mumbai,Apartment,1,1.0,,"Santacruz East, Mumbai",Y,Co-operative Society,N,
Ready to Move,21500000.0,830.0,696.0,Mumbai,Apartment,2,2.0,8 Covered,"Kalina, Mumbai",N,Freehold,N,
Ready to Move,23400000.0,792.0,,Mumbai,Apartment,2,2.0,1 Open,"Kalina, Mumbai",N,Co-operative Society,N,
Ready to Move,23000000.0,900.0,,Mumbai,Apartment,2,2.0,,"Kalina, Mumbai",N,Co-operative Society,N,
Ready to Move,25000000.0,657.0,657.0,Mumbai,Apartment,2,2.0,,"Santacruz East, Mumbai",N,Freehold,N,
Ready to Move,30000000.0,1080.0,620.0,Mumbai,Apartment,2,2.0,1 Covered,"Kalina, Mumbai",N,Co-operative Society,N,
Ready to Move,25000000.0,1500.0,1000.0,Mumbai,Apartment,2,2.0,1 Covered,"Kalina, Mumbai",Y,Freehold,Y,5175.0
Ready to Move,16300000.0,850.0,660.0,Mumbai,Apartment,1,2.0,1 Open,"Kolivary, Mumbai",Y,Freehold,N,3000.0
Ready to Move,5000000.0,225.0,225.0,Mumbai,Apartment,1,1.0,,"Santacruz East, Mumbai",Y,Co-operative Society,N,
Under Construction,23000000.0,1000.0,778.0,Mumbai,Apartment,2,3.0,1 Covered,"Santacruz East, Mumbai",Y,Freehold,Y,3500.0
Ready to Move,23000000.0,980.0,,Mumbai,Apartment,2,2.0,,"Santacruz East, Mumbai",Y,Co-operative Society,N,
Ready to Move,34000000.0,1000.0,800.0,Mumbai,Apartment,2,2.0,,"Santacruz East, Mumbai",Y,Freehold,N,
Ready to Move,8500000.0,379.0,,Mumbai,Apartment,1,1.0,,"Santacruz East, Mumbai",N,Co-operative Society,N,
Ready to Move,19000000.0,650.0,,Mumbai,Apartment,2,2.0,,"Santacruz East, Mumbai",N,,N,
Ready to Move,8500000.0,,300.0,Mumbai,Apartment,1,1.0,,"Santacruz East, Mumbai",Y,Freehold,N,
Ready to Move,57500000.0,,1500.0,Mumbai,Villa,3,4.0,2 Covered,,N,Co-operative Society,N,
Ready to Move,12500000.0,,535.0,Mumbai,Apartment,1,1.0,1 Open,"Santacruz East, Mumbai",Y,Freehold,N,
Ready to Move,11000000.0,624.0,430.0,Mumbai,Apartment,1,1.0,,"Santacruz East, Mumbai",Y,Co-operative Society,N,2263.0
Ready to Move,18000000.0,,475.0,Mumbai,Apartment,1,2.0,,"Santacruz East, Mumbai",Y,Co-operative Society,N,4000.0
Ready to Move,10500000.0,650.0,415.0,Mumbai,Apartment,1,2.0,,"Santacruz East, Mumbai",Y,Co-operative Society,Y,0.0
Ready to Move,22000000.0,862.0,700.0,Mumbai,Apartment,2,2.0,1 Open,"Santacruz East, Mumbai",N,,Y,4000.0
Ready to Move,19000000.0,900.0,650.0,Mumbai,Apartment,2,2.0,1 Open,"Santacruz East, Mumbai",Y,Freehold,Y,0.0
Ready to Move,22500000.0,1250.0,850.0,Mumbai,Apartment,3,3.0,1 Open,"Santacruz East, Mumbai",Y,Co-operative Society,Y,2500.0
Ready to Move,26000000.0,850.0,650.0,Mumbai,Apartment,2,2.0,,"Santacruz East, Mumbai",Y,Co-operative Society,Y,3000.0
Ready to Move,44000000.0,1760.0,1056.0,Mumbai,Apartment,3,3.0,1 Covered,"Santacruz East, Mumbai",N,Freehold,Y,0.0
Ready to Move,40000000.0,750.0,500.0,Mumbai,Apartment,2,2.0,,"Santacruz East, Mumbai",N,Freehold,Y,5000.0
Ready to Move,22500000.0,,725.0,Mumbai,Apartment,3,2.0,,"Sundar Nagar, Kalina, Mumbai",N,Co-operative Society,Y,
Ready to Move,22500000.0,870.0,725.0,Mumbai,Apartment,3,2.0,1 Open,"Kalina, Mumbai",N,Co-operative Society,Y,3200.0
Ready to Move,20000000.0,900.0,850.0,Mumbai,Apartment,2,1.0,,"Santacruz East, Mumbai",N,Co-operative Society,Y,3000.0
Ready to Move,19000000.0,1300.0,950.0,Mumbai,Apartment,2,2.0,1 Open,"Santacruz East, Mumbai",N,Freehold,Y,2000.0
Ready to Move,15000000.0,,550.0,Mumbai,Apartment,1,1.0,,"Santacruz East, Mumbai",Y,Co-operative Society,Y,2500.0
Ready to Move,10000000.0,290.0,,Mumbai,Apartment,1,1.0,,"Santacruz East, Mumbai",N,Freehold,Y,
Ready to Move,30000000.0,840.0,630.0,Mumbai,Apartment,2,2.0,4 Open,"Santacruz East, Mumbai",N,Co-operative Society,Y,
Ready to Move,30000000.0,800.0,650.0,Mumbai,Builder Floor Apartment,2,2.0,1 Open,"Santacruz East, Mumbai",N,Freehold,Y,0.0
Ready to Move,13500000.0,700.0,500.0,Mumbai,Apartment,1,1.0,,"Santacruz East, Mumbai",N,Co-operative Society,Y,2500.0
Ready to Move,18000000.0,690.0,490.0,Mumbai,Apartment,2,2.0,1 Open,"Anand Nagar Santacruz East, Mumbai",N,Freehold,Y,
Ready to Move,110000000.0,2245.0,2100.0,Mumbai,Residential House,6,4.0,2 Open,,N,Freehold,Y,1000.0
Ready to Move,13500000.0,650.0,,Mumbai,Apartment,1,1.0,,"Santacruz East, Mumbai",N,,Y,900.0
Ready to Move,29000000.0,1200.0,733.0,Mumbai,Apartment,2,2.0,,"Santacruz East, Mumbai",Y,Co-operative Society,Y,
Under Construction,22500000.0,1100.0,752.0,Mumbai,Apartment,2,2.0,1 Covered,"Kalina, Mumbai",Y,Freehold,Y,10.0
Under Construction,23500000.0,1037.0,726.0,Mumbai,Apartment,2,2.0,1 Covered,"Santacruz East, Mumbai",N,Freehold,Y,8000.0
Under Construction,25500000.0,752.0,752.0,Mumbai,Apartment,2,2.0,1 Covered,"Kalina, Mumbai",Y,Freehold,Y,
Ready to Move,16500000.0,1300.0,806.0,Mumbai,Apartment,2,2.0,1 Open,"Kalina, Mumbai",N,Freehold,Y,8000.0
Ready to Move,45000000.0,1500.0,1080.0,Mumbai,Apartment,3,3.0,1 Covered,"Prabhat Colony, Mumbai",Y,Freehold,Y,10000.0
Dec '26,11258000.0,,433.0,Mumbai,Apartment,1,2.0,,"Santacruz East, Mumbai",N,,Y,
Ready to Move,68500000.0,1622.0,1422.0,Mumbai,Apartment,4,4.0,2 Open,"Kalina, Mumbai",Y,Freehold,Y,
Ready to Move,33000000.0,,900.0,Mumbai,Apartment,3,3.0,1 Covered,"Santacruz East, Mumbai",Y,Freehold,Y,
Ready to Move,45000000.0,1500.0,1080.0,Mumbai,Apartment,3,3.0,1 Covered,"Prabhat Colony, Mumbai",Y,Freehold,Y,10000.0
Ready to Move,40000000.0,1500.0,1300.0,Mumbai,Apartment,3,3.0,,"Kalina, Mumbai",Y,Co-operative Society,Y,
Ready to Move,25000000.0,,730.0,Mumbai,Apartment,2,2.0,,"Santacruz East, Mumbai",Y,Freehold,Y,
Ready to Move,39000000.0,1250.0,972.0,Mumbai,Apartment,3,3.0,2 Covered,"Sen Nagar, Mumbai",Y,Freehold,Y,9000.0
Ready to Move,35500000.0,1250.0,1000.0,Mumbai,Apartment,3,3.0,,"Santacruz East, Mumbai",Y,Freehold,Y,
Ready to Move,15000000.0,650.0,450.0,Mumbai,Apartment,1,1.0,1 Open,"Sundar Nagar, Kalina, Mumbai",Y,Freehold,Y,3500.0
Ready to Move,75000000.0,3198.0,2132.0,Mumbai,Apartment,5,5.0,2 Covered,"Kalina, Mumbai",Y,Freehold,Y,20000.0
Ready to Move,16000000.0,750.0,531.0,Mumbai,Apartment,1,2.0,1 Open,"Kalina, Mumbai",Y,Freehold,Y,3500.0
Ready to Move,27500000.0,1398.0,987.0,Mumbai,Apartment,3,3.0,,"Santacruz East, Mumbai",Y,Freehold,Y,
Under Construction,24500000.0,752.0,1200.0,Mumbai,Apartment,2,2.0,1 Covered,"Santacruz East, Mumbai",Y,Co-operative Society,Y,7000.0
Ready to Move,5200000.0,170.0,,Mumbai,Apartment,1,1.0,,"Santacruz East, Mumbai",N,Co-operative Society,Y,
Under Construction,25700000.0,,880.0,Mumbai,Apartment,3,2.0,1 Covered,"Kalina, Mumbai",Y,,Y,
Under Construction,22800000.0,,752.0,Mumbai,Apartment,2,2.0,1 Covered,"Kalina, Mumbai",Y,,Y,
Under Construction,16501000.0,530.0,424.0,Mumbai,Apartment,1,2.0,,"Santacruz East, Mumbai",Y,Freehold,Y,4500.0
Under Construction,27500000.0,880.0,726.0,Mumbai,Apartment,2,2.0,1 Covered,"Kalina, Mumbai",N,Freehold,Y,
Ready to Move,12500000.0,500.0,430.0,Mumbai,Apartment,1,2.0,1 Open,"Kalina, Mumbai",Y,Co-operative Society,Y,2800.0
Ready to Move,16000000.0,560.0,485.0,Mumbai,Apartment,1,2.0,1 Covered,"Kalina, Mumbai",Y,Co-operative Society,Y,2251.0
Ready to Move,25000000.0,900.0,774.0,Mumbai,Apartment,2,2.0,1 Open,"Santacruz East, Mumbai",N,,Y,3300.0
Ready to Move,60000000.0,2528.0,1575.0,Mumbai,Apartment,4,4.0,,"Kalina, Mumbai",N,Freehold,Y,0.0
Ready to Move,15000000.0,700.0,530.0,Mumbai,Apartment,1,2.0,1 Covered,"Kalina, Mumbai",N,Co-operative Society,Y,5000.0
Ready to Move,12800000.0,650.0,415.0,Mumbai,Apartment,2,2.0,,"Santacruz East, Mumbai",N,,Y,1500.0
Ready to Move,16000000.0,820.0,640.0,Mumbai,Apartment,2,3.0,1 Open,"Santacruz East, Mumbai",N,Freehold,Y,1900.0
Ready to Move,40000000.0,1389.0,1056.0,Mumbai,Apartment,3,3.0,1 Covered,"Santacruz East, Mumbai",N,Freehold,Y,0.0
Ready to Move,60000000.0,2400.0,1475.0,Mumbai,Apartment,3,4.0,,"Kalina, Mumbai",N,Co-operative Society,Y,14500.0
Ready to Move,40000000.0,1700.0,1280.0,Mumbai,Apartment,3,3.0,,"Kalina, Mumbai",N,Freehold,Y,
Under Construction,12900000.0,526.0,433.0,Mumbai,Apartment,1,2.0,1 Covered,"Santacruz East, Mumbai",N,Freehold,Y,3800.0
Under Construction,27000000.0,880.0,880.0,Mumbai,Apartment,2,2.0,1 Covered,"Vidya Nagari, Mumbai",Y,Leasehold,Y,7000.0
Under Construction,10300000.0,577.0,385.0,Mumbai,Apartment,1,2.0,1 Covered,"Kalina, Mumbai",Y,Freehold,Y,3000.0
Under Construction,25500000.0,850.0,752.0,Mumbai,Apartment,2,2.0,1 Covered,"Santacruz East, Mumbai",Y,Freehold,Y,0.0
Under Construction,31500000.0,1100.0,860.0,Mumbai,Apartment,3,3.0,,"Santacruz East, Mumbai",N,Freehold,Y,
Under Construction,28500000.0,900.0,792.0,Mumbai,Apartment,2,2.0,,"Santacruz East, Mumbai",N,Freehold,Y,
Ready to Move,25000000.0,1064.0,665.0,Mumbai,Apartment,2,2.0,1 Open,"Prabhat Colony, Mumbai",Y,Co-operative Society,Y,8.0
Under Construction,11400000.0,539.0,385.0,Mumbai,Apartment,1,2.0,1 Covered,"Santacruz East, Mumbai",N,Co-operative Society,Y,4000.0
Ready to Move,50000000.0,2500.0,1700.0,Mumbai,Villa,3,3.0,1 Covered,,Y,Freehold,Y,1000.0
Ready to Move,36000000.0,1000.0,775.0,Mumbai,Apartment,2,2.0,1 Covered,"Santacruz East, Mumbai",Y,Co-operative Society,Y,6000.0
Ready to Move,33500000.0,1750.0,947.0,Mumbai,Apartment,3,3.0,1 Covered,"Kalina, Mumbai",Y,Freehold,Y,8000.0
Ready to Move,18500000.0,975.0,700.0,Mumbai,Apartment,2,2.0,"1 Covered, 1 Open","Santacruz East, Mumbai",Y,Freehold,Y,6700.0
Ready to Move,14500000.0,600.0,406.0,Mumbai,Apartment,1,1.0,1 Covered,"Sen Nagar, Mumbai",Y,Freehold,Y,5000.0
Under Construction,19900000.0,867.0,578.0,Mumbai,Apartment,2,2.0,,"Kalina, Mumbai",Y,Freehold,Y,5000.0
Under Construction,27500000.0,1293.0,892.0,Mumbai,Apartment,3,4.0,1 Covered,"Santacruz East, Mumbai",Y,Co-operative Society,Y,8000.0
Ready to Move,21100000.0,1000.0,710.0,Mumbai,Apartment,2,2.0,1 Open,"Santacruz East, Mumbai",Y,Co-operative Society,Y,3500.0
Ready to Move,25500000.0,1254.0,664.0,Mumbai,Apartment,2,2.0,,"Santacruz East, Mumbai",Y,Freehold,Y,10.0
Under Construction,85000000.0,1200.0,1442.0,Mumbai,Apartment,3,3.0,1 Covered,"Prabhadevi, Mumbai",Y,Freehold,Y,40000.0
Ready to Move,170000000.0,2550.0,2100.0,Mumbai,Apartment,3,4.0,2 Covered,"Prabhadevi, Mumbai",Y,Freehold,Y,1.0
Ready to Move,36800000.0,835.0,800.0,Mumbai,Apartment,2,2.0,1 Covered,"Adv RD Kowte Chowk, Mumbai",Y,Freehold,Y,10000.0
Ready to Move,35000000.0,1000.0,730.0,Mumbai,Apartment,2,2.0,1 Covered,"Prabhadevi, Mumbai",Y,Co-operative Society,Y,4500.0
Under Construction,69900000.0,1950.0,1450.0,Mumbai,Apartment,3,4.0,2 Covered,"Prabhadevi, Mumbai",Y,Freehold,Y,35000.0
Under Construction,65000000.0,1850.0,1335.0,Mumbai,Apartment,3,4.0,,"Prabhadevi, Mumbai",Y,Freehold,Y,
Under Construction,78000000.0,1650.0,1153.0,Mumbai,Apartment,3,3.0,2 Covered,"Prabhadevi, Mumbai",Y,Freehold,Y,22000.0
Ready to Move,42500000.0,1100.0,805.0,Mumbai,Apartment,2,2.0,1 Covered,"Prabhadevi, Mumbai",Y,Freehold,Y,12000.0
Ready to Move,65000000.0,2187.0,1465.0,Mumbai,Apartment,3,3.0,2 Covered,"Prabhadevi, Mumbai",Y,Freehold,Y,20000.0
Under Construction,120000000.0,2500.0,2132.0,Mumbai,Apartment,4,4.0,3 Covered,"Prabhadevi, Mumbai",Y,Freehold,Y,15.0
Ready to Move,60000000.0,1470.0,,Mumbai,Apartment,2,3.0,1 Covered,"Prabhadevi, Mumbai",Y,Freehold,Y,
Under Construction,79500000.0,1442.0,1440.0,Mumbai,Apartment,3,4.0,2 Covered,"Prabhadevi, Mumbai",Y,Freehold,Y,35000.0
Dec '24,127100000.0,,1700.0,Mumbai,Apartment,4,4.0,,"Prabhadevi, Mumbai",N,,Y,
Dec '24,80000000.0,,1335.0,Mumbai,Apartment,3,3.0,,"Prabhadevi, Mumbai",N,,Y,
Under Construction,96900000.0,1700.0,1700.0,Mumbai,Apartment,4,5.0,3 Covered,"Prabhadevi, Mumbai",Y,Freehold,Y,50000.0
Ready to Move,129000000.0,1721.0,1721.0,Mumbai,Apartment,3,3.0,2 Covered,"Prabhadevi, Mumbai",Y,Freehold,Y,15.0
Ready to Move,60000000.0,1300.0,1300.0,Mumbai,Apartment,3,3.0,,"Century Bazaar, Mumbai",Y,Freehold,Y,8000.0
Ready to Move,32500000.0,1150.0,850.0,Mumbai,Apartment,2,2.0,1 Covered,"Prabhadevi, Mumbai",Y,Freehold,Y,
Under Construction,188000000.0,3045.0,3045.0,Mumbai,Apartment,5,6.0,4 Covered,"Prabhadevi, Mumbai",Y,Freehold,Y,40000.0
Ready to Move,175000000.0,3045.0,3000.0,Mumbai,Apartment,5,6.0,4 Covered,"Prabhadevi, Mumbai",Y,Freehold,Y,1.0
Under Construction,186000000.0,3977.0,2486.0,Mumbai,Apartment,4,5.0,3 Covered,"Prabhadevi, Mumbai",Y,Freehold,Y,35.0
Ready to Move,340000000.0,5692.0,3450.0,Mumbai,Apartment,5,6.0,,"Prabhadevi, Mumbai",Y,Freehold,Y,
Ready to Move,170000000.0,3490.0,2115.0,Mumbai,Apartment,4,5.0,3 Covered,"Prabhadevi, Mumbai",Y,Freehold,Y,60000.0
Under Construction,99900000.0,1450.0,1450.0,Mumbai,Apartment,3,5.0,2 Covered,"Prabhadevi, Mumbai",Y,Freehold,Y,20.0
Ready to Move,35000000.0,1000.0,800.0,Mumbai,Apartment,2,2.0,1 Open,"Shree Siddhivinayak Mandir Chowk, Mumbai",Y,Co-operative Society,Y,0.0
Under Construction,232700000.0,4200.0,3072.0,Mumbai,Apartment,5,5.0,"2 Covered, 1 Open","Prabhadevi, Mumbai",Y,Freehold,Y,12000.0
Under Construction,77500000.0,2136.0,1335.0,Mumbai,Apartment,3,4.0,2 Covered,"Prabhadevi, Mumbai",Y,Freehold,Y,40000.0
Under Construction,82100000.0,1343.0,1335.0,Mumbai,Apartment,3,3.0,2 Covered,"Prabhadevi, Mumbai",N,Freehold,Y,30.0
Under Construction,99900000.0,1545.0,1545.0,Mumbai,Apartment,3,3.0,2 Covered,"Prabhadevi, Mumbai",Y,Freehold,Y,20000.0
Under Construction,170000000.0,3000.0,3000.0,Mumbai,Apartment,4,5.0,,"Century Bazaar, Mumbai",Y,,Y,15.0
Ready to Move,129000000.0,1721.0,1721.0,Mumbai,Apartment,3,3.0,2 Covered,"Prabhadevi, Mumbai",Y,Freehold,Y,15.0
Ready to Move,60000000.0,1300.0,1300.0,Mumbai,Apartment,3,3.0,,"Century Bazaar, Mumbai",Y,Freehold,Y,8000.0
Ready to Move,32500000.0,1150.0,850.0,Mumbai,Apartment,2,2.0,1 Covered,"Prabhadevi, Mumbai",Y,Freehold,Y,
Under Construction,188000000.0,3045.0,3045.0,Mumbai,Apartment,5,6.0,4 Covered,"Prabhadevi, Mumbai",Y,Freehold,Y,40000.0
Ready to Move,175000000.0,3045.0,3000.0,Mumbai,Apartment,5,6.0,4 Covered,"Prabhadevi, Mumbai",Y,Freehold,Y,1.0
Under Construction,186000000.0,3977.0,2486.0,Mumbai,Apartment,4,5.0,3 Covered,"Prabhadevi, Mumbai",Y,Freehold,Y,35.0
Ready to Move,340000000.0,5692.0,3450.0,Mumbai,Apartment,5,6.0,,"Prabhadevi, Mumbai",Y,Freehold,Y,
Ready to Move,170000000.0,3490.0,2115.0,Mumbai,Apartment,4,5.0,3 Covered,"Prabhadevi, Mumbai",Y,Freehold,Y,60000.0
Under Construction,99900000.0,1450.0,1450.0,Mumbai,Apartment,3,5.0,2 Covered,"Prabhadevi, Mumbai",Y,Freehold,Y,20.0
Ready to Move,35000000.0,1000.0,800.0,Mumbai,Apartment,2,2.0,1 Open,"Shree Siddhivinayak Mandir Chowk, Mumbai",Y,Co-operative Society,Y,0.0
Under Construction,232700000.0,4200.0,3072.0,Mumbai,Apartment,5,5.0,"2 Covered, 1 Open","Prabhadevi, Mumbai",Y,Freehold,Y,12000.0
Under Construction,77500000.0,2136.0,1335.0,Mumbai,Apartment,3,4.0,2 Covered,"Prabhadevi, Mumbai",Y,Freehold,Y,40000.0
Under Construction,82100000.0,1343.0,1335.0,Mumbai,Apartment,3,3.0,2 Covered,"Prabhadevi, Mumbai",N,Freehold,Y,30.0
Under Construction,99900000.0,1545.0,1545.0,Mumbai,Apartment,3,3.0,2 Covered,"Prabhadevi, Mumbai",Y,Freehold,Y,20000.0
Under Construction,170000000.0,3000.0,3000.0,Mumbai,Apartment,4,5.0,,"Century Bazaar, Mumbai",Y,,Y,15.0
Ready to Move,5300000.0,332.0,225.0,Mumbai,Apartment,1,1.0,,"Prabhadevi, Mumbai",Y,Power Of Attorney,Y,
Ready to Move,18000000.0,980.0,725.0,Mumbai,Apartment,2,2.0,1 Open,"Prabhadevi, Mumbai",Y,,Y,4000.0
Ready to Move,265000000.0,6700.0,5500.0,Mumbai,Apartment,4,6.0,"3 Covered, 1 Open","Prabhadevi, Mumbai",Y,Freehold,Y,65000.0
Under Construction,140000000.0,2800.0,1761.0,Mumbai,Apartment,3,4.0,2 Covered,"Prabhadevi, Mumbai",Y,Freehold,Y,26.0
Ready to Move,70000000.0,1600.0,,Mumbai,Apartment,4,4.0,,"Prabhadevi, Mumbai",N,,Y,
Ready to Move,14000000.0,450.0,,Mumbai,Apartment,1,1.0,,"Prabhadevi, Mumbai",N,,Y,
Under Construction,70000000.0,2550.0,,Mumbai,Apartment,3,4.0,,"Prabhadevi, Mumbai",Y,Freehold,Y,
Ready to Move,55000000.0,1450.0,1100.0,Mumbai,Apartment,3,3.0,,"Babar Shaikh Chowk, Mumbai",N,Co-operative Society,Y,2000.0
Under Construction,130000000.0,2150.0,1565.0,Mumbai,Apartment,3,3.0,2 Covered,"Prabhadevi, Mumbai",Y,Freehold,Y,0.0
Under Construction,99000000.0,2215.0,1343.0,Mumbai,Apartment,3,4.0,2 Covered,"Prabhadevi, Mumbai",Y,Freehold,Y,26860.0
Ready to Move,111865000.0,2000.0,1721.0,Mumbai,Apartment,3,4.0,2 Covered,"Prabhadevi, Mumbai",Y,Freehold,Y,0.0
Ready to Move,35000000.0,910.0,830.0,Mumbai,Apartment,2,2.0,2 Open,"Prabhadevi, Mumbai",N,,Y,
Ready to Move,5300000.0,225.0,,Mumbai,Apartment,1,1.0,"1 Covered, 1 Open","Prabhadevi, Mumbai",N,,Y,
Ready to Move,8500000.0,360.0,270.0,Mumbai,Apartment,1,1.0,,"Prabhadevi, Mumbai",Y,Freehold,Y,1000.0
Ready to Move,75000000.0,1870.0,,Mumbai,Apartment,4,4.0,,"Prabhadevi, Mumbai",N,,Y,
Ready to Move,9800000.0,,250.0,Mumbai,Apartment,1,1.0,,"Prabhadevi, Mumbai",N,Freehold,N,
Ready to Move,50000000.0,1800.0,,Mumbai,Apartment,3,3.0,,"Prabhadevi, Mumbai",N,,N,
Ready to Move,30000000.0,705.0,,Mumbai,Apartment,2,2.0,,"Prabhadevi, Mumbai",N,,N,
Ready to Move,34000000.0,950.0,,Mumbai,Apartment,2,2.0,,"Prabhadevi, Mumbai",N,,N,
Ready to Move,23800000.0,670.0,,Mumbai,Apartment,2,3.0,,"Prabhadevi, Mumbai",N,,N,
Ready to Move,11000000.0,,325.0,Mumbai,Apartment,1,1.0,,"Prabhadevi, Mumbai",Y,Co-operative Society,N,
,62500000.0,1430.0,,Mumbai,Apartment,3,,1 Covered,"Prabhadevi, Mumbai",N,Freehold,N,
Ready to Move,7500000.0,180.0,,Mumbai,Apartment,1,1.0,,"Prabhadevi, Mumbai",N,,N,
Ready to Move,85000000.0,1900.0,1900.0,Mumbai,Apartment,4,3.0,2 Open,"Prabhadevi, Mumbai",Y,Freehold,Y,
Ready to Move,7000000.0,350.0,270.0,Mumbai,Apartment,1,1.0,,"Prabhadevi, Mumbai",N,Freehold,Y,
Ready to Move,90000000.0,,1334.0,Mumbai,Apartment,3,4.0,1 Covered,"Prabhadevi, Mumbai",Y,Freehold,Y,
Ready to Move,120000000.0,3500.0,2500.0,Mumbai,Apartment,4,5.0,,"Prabhadevi, Mumbai",N,Co-operative Society,Y,
Ready to Move,14000000.0,400.0,380.0,Mumbai,Apartment,1,1.0,,"Shree Siddhivinayak Mandir Chowk, Mumbai",Y,Freehold,Y,5000.0
Ready to Move,20000000.0,500.0,350.0,Mumbai,Apartment,1,1.0,1 Open,"Prabhadevi, Mumbai",N,Freehold,Y,1500.0
Ready to Move,53500000.0,915.0,,Mumbai,Apartment,2,2.0,"1 Covered, 1 Open","Prabhadevi, Mumbai",N,Freehold,Y,
Ready to Move,15000000.0,400.0,,Mumbai,Apartment,1,1.0,,"Prabhadevi, Mumbai",N,,Y,
Ready to Move,13500000.0,,310.0,Mumbai,Apartment,1,1.0,,"Prabhadevi, Mumbai",N,,Y,
Ready to Move,141000000.0,4400.0,2800.0,Mumbai,Apartment,4,7.0,4 Covered,"Prabhadevi, Mumbai",Y,Freehold,Y,40000.0
Under Construction,210000000.0,,2512.0,Mumbai,Apartment,5,4.0,,"Prabhadevi, Mumbai",Y,Freehold,Y,
Under Construction,80000000.0,1464.0,,Mumbai,Apartment,3,3.0,1 Covered,"Prabhadevi, Mumbai",N,Freehold,Y,
Ready to Move,8200000.0,300.0,230.0,Mumbai,Apartment,1,1.0,,"Prabhadevi, Mumbai",Y,Co-operative Society,Y,
Under Construction,130000000.0,2000.0,,Mumbai,Apartment,4,4.0,3 Covered,"Prabhadevi, Mumbai",N,Freehold,Y,
Ready to Move,70000000.0,2000.0,1550.0,Mumbai,Apartment,3,4.0,,"Prabhadevi, Mumbai",N,Freehold,Y,
Ready to Move,90000000.0,1542.0,1285.0,Mumbai,Apartment,3,4.0,,"Prabhadevi, Mumbai",N,,Y,
Under Construction,101100000.0,,1483.0,Mumbai,Apartment,3,4.0,2 Covered,"Prabhadevi, Mumbai",Y,Freehold,Y,44000.0
Ready to Move,36800000.0,800.0,650.0,Mumbai,Apartment,2,2.0,1 Open,"Century Bazaar, Mumbai",N,Freehold,Y,5000.0
Ready to Move,95000000.0,1800.0,,Mumbai,Apartment,3,3.0,1 Open,"Prabhadevi, Mumbai",N,Co-operative Society,Y,
Ready to Move,45000000.0,1400.0,1145.0,Mumbai,Apartment,3,3.0,,"Prabhadevi, Mumbai",Y,,Y,
Ready to Move,4700000.0,,225.0,Mumbai,Apartment,1,1.0,,"Prabhadevi, Mumbai",Y,,Y,
Ready to Move,11500000.0,420.0,295.0,Mumbai,Apartment,1,1.0,,"Prabhadevi, Mumbai",Y,Co-operative Society,Y,500.0
Ready to Move,21000000.0,640.0,480.0,Mumbai,Apartment,1,1.0,,"Prabhadevi, Mumbai",Y,Freehold,N,
Ready to Move,35000000.0,,840.0,Mumbai,Apartment,2,2.0,1 Open,"Prabhadevi, Mumbai",Y,Co-operative Society,Y,
Ready to Move,10200000.0,,300.0,Mumbai,Apartment,1,1.0,,"Prabhadevi, Mumbai",N,Co-operative Society,N,
Ready to Move,79500000.0,1560.0,1206.0,Mumbai,Apartment,3,3.0,"1 Covered, 1 Open","Prabhadevi, Mumbai",Y,Freehold,Y,8000.0
Ready to Move,43900000.0,,1185.0,Mumbai,Apartment,3,3.0,,"Prabhadevi, Mumbai",Y,Freehold,N,
Ready to Move,9500000.0,282.0,217.0,Mumbai,Apartment,1,1.0,,"Prabhadevi, Mumbai",N,Co-operative Society,N,
Ready to Move,120000000.0,2650.0,,Mumbai,Apartment,4,5.0,,"Prabhadevi, Mumbai",N,,N,
Ready to Move,8500000.0,300.0,,Mumbai,Builder Floor Apartment,1,1.0,,"Prabhadevi, Mumbai",N,,N,
Ready to Move,40000000.0,1100.0,840.0,Mumbai,Apartment,3,2.0,1 Covered,"Prabhadevi, Mumbai",Y,Freehold,N,15000.0
Ready to Move,95000000.0,1350.0,,Mumbai,Apartment,3,3.0,2 Covered,"Prabhadevi, Mumbai",N,Freehold,Y,
Ready to Move,22500000.0,800.0,600.0,Mumbai,Apartment,2,2.0,1 Open,"Century Bazaar, Mumbai",N,,N,
Ready to Move,410000000.0,,3431.0,Mumbai,Apartment,5,6.0,3 Covered,"Prabhadevi, Mumbai",Y,Freehold,Y,
Under Construction,162100000.0,2142.0,2142.0,Mumbai,Apartment,4,4.0,3 Covered,"Prabhadevi, Mumbai",Y,Freehold,Y,32000.0
Under Construction,244000000.0,3445.0,2800.0,Mumbai,Apartment,4,4.0,3 Covered,"Prabhadevi, Mumbai",Y,Freehold,Y,78000.0
Ready to Move,51100000.0,2000.0,1250.0,Mumbai,Apartment,3,3.0,,"Prabhadevi, Mumbai",N,Freehold,N,9600.0
Ready to Move,25000000.0,510.0,480.0,Mumbai,Apartment,1,1.0,,"Prabhadevi, Mumbai",Y,Freehold,N,1.0
